word	category
Zaunkönig	lowA_highS
Biber	lowA_highS
Henne	lowA_highS
Lastwagen	lowA_highS
Kröte	lowA_highS
Meise	lowA_highS
Frosch	lowA_highS
Taube	lowA_highS
Flughafen	lowA_highS
Tiger	lowA_highS
Panda	lowA_highS
Stier	lowA_highS
Sägemühle	lowA_highS
Rotor	lowA_highS
Ziege	lowA_highS
Trafo	lowA_highS
Hyäne	lowA_highS
Motor	lowA_highS
Wasserfall	lowA_highS
Krähe	lowA_highS
Singvogel	lowA_highS
Wasserwerk	lowA_highS
Feuersturm	lowA_highS
Schimpanse	lowA_highS
Helikopter	lowA_highS
Tiergarten	lowA_highS
Sporthalle	lowA_highS
Kompressor	lowA_highS
Schaf	lowA_highS
Küken	lowA_highS
Transistor	lowA_highS
Nachtlokal	lowA_highS
Gala	lowA_highS
Vogel	lowA_highS
Affe	lowA_highS
Rabe	lowA_highS
Esel	lowA_highS
Kommode	highA_lowS
Zahnrad	highA_lowS
Schemel	highA_lowS
Vitrine	highA_lowS
Zigarre	highA_lowS
Joghurt	highA_lowS
Strumpf	highA_lowS
Bargeld	highA_lowS
Schminke	highA_lowS
Markise	highA_lowS
Schlinge	highA_lowS
Paprika	highA_lowS
Saatgut	highA_lowS
Korsett	highA_lowS
Kandare	highA_lowS
Diskette	highA_lowS
Sticker	highA_lowS
Bandage	highA_lowS
Krümel	highA_lowS
Schraube	highA_lowS
Schleppe	highA_lowS
Skalpell	highA_lowS
Barren	highA_lowS
Prothese	highA_lowS
Schlaufe	highA_lowS
Bumerang	highA_lowS
Ausweis	highA_lowS
Umschlag	highA_lowS
Stativ	highA_lowS
Tupfer	highA_lowS
Puzzle	highA_lowS
Webstuhl	highA_lowS
Sattel	highA_lowS
Futter	highA_lowS
Ranzen	highA_lowS
Kordel	highA_lowS
Bikini	highA_lowS
Krücke	highA_lowS
Locher	highA_lowS
Riemen	highA_lowS
Lineal	highA_lowS
Hefter	highA_lowS
Ordner	highA_lowS
Krokette	highA_lowS
Skizze	highA_lowS
Sessel	highA_lowS
Armlehne	highA_lowS
Schnalle	highA_lowS
Himbeere	highA_lowS
Notizbuch	highA_lowS
Textilie	highA_lowS
Butter	highA_lowS
Wickel	highA_lowS
Kuvert	highA_lowS
Reifen	highA_lowS
Paddel	highA_lowS
Einrad	highA_lowS
Feuerholz	highA_lowS
Kartoffel	highA_lowS
Rollstuhl	highA_lowS
Stange	highA_lowS
Spatel	highA_lowS
Karabiner	highA_lowS
Scharnier	highA_lowS
Knauf	highA_lowS
Bürste	highA_lowS
Schlitten	highA_lowS
Sohle	highA_lowS
Zügel	highA_lowS
Hosenbund	highA_lowS
Gurke	highA_lowS
Zahnpaste	highA_lowS
Anker	highA_lowS
Gemüse	highA_lowS
Stichsäge	highA_lowS
Tabak	highA_lowS
Filet	highA_lowS
Bleistift	highA_lowS
Feile	highA_lowS
Degen	highA_lowS
Waage	highA_lowS
Matte	highA_lowS
Spind	highA_lowS
Nadel	highA_lowS
Traktor	highA_highS
Konsole	highA_highS
Trommel	highA_highS
Dynamit	highA_highS
Drucker	highA_highS
Posaune	highA_highS
Seilzug	highA_highS
Gitarre	highA_highS
Roboter	highA_highS
Wischer	highA_highS
Stapler	highA_highS
Klöppel	highA_highS
Alphorn	highA_highS
Roller	highA_highS
Baseball	highA_highS
Blinker	highA_highS
Pistole	highA_highS
Triangel	highA_highS
Bagger	highA_highS
Hammer	highA_highS
Telefon	highA_highS
Saxophon	highA_highS
Schaukel	highA_highS
Flinte	highA_highS
Klavier	highA_highS
Peitsche	highA_highS
Knebel	highA_highS
Schalter	highA_highS
Geschütz	highA_highS
Zapfhahn	highA_highS
Trompete	highA_highS
Knarre	highA_highS
Motorrad	highA_highS
Keyboard	highA_highS
Dusche	highA_highS
Tastatur	highA_highS
Tamburin	highA_highS
Revolver	highA_highS
Säugling	highA_highS
Computer	highA_highS
Truck	highA_highS
Böller	highA_highS
Gewehr	highA_highS
Kanone	highA_highS
Rakete	highA_highS
Moped	highA_highS
Walze	highA_highS
Karussell	highA_highS
Harfe	highA_highS
Wippe	highA_highS
Rassel	highA_highS
Lasso	highA_highS
Werkzeug	highA_highS
Blech	highA_highS
Fagott	highA_highS
Saite	highA_highS
Akkordeon	highA_highS
Hebebühne	highA_highS
Geige	highA_highS
Klaviatur	highA_highS
Mixer	highA_highS
Xylophon	highA_highS
Flöte	highA_highS
Bombe	highA_highS
Hobel	highA_highS
Blasebalg	highA_highS
Cello	highA_highS
Schleifer	highA_highS
Dudelsack	highA_highS
Taktstock	highA_highS
Schleuder	highA_highS
Festwagen	highA_highS
Spielzeug	highA_highS
Mäher	highA_highS
Kühltruhe	highA_highS
Lagerfeuer	highA_highS
Säge	highA_highS
Waffe	highA_highS
Kran	highA_highS
Motorsäge	highA_highS
Rednerpult	highA_highS
Dampfwalze	highA_highS
Blockflöte	highA_highS
Trampolin	highA_highS
