word	category	rating	Phil_comments
Geige	highA_highS		
Wippe	highA_highS		
Dudelsack	highA_highS		
Taktstock	highA_highS		
Spielzeug	highA_highS		
Rassel	highA_highS		
Lasso	highA_highS		
Fagott	highA_highS		
Festwagen	highA_highS		
Schleifer	highA_highS		
Mixer	highA_highS		
Flšte	highA_highS		
Schleuder	highA_highS		
Hobel	highA_highS		
KŸhltruhe	highA_highS		
Cello	highA_highS		
MŠher	highA_highS		
Lagerfeuer	highA_highS		
Banjo	highA_highS		
Biene	highA_highS	bad	not high action
Waffe	highA_highS	mid	quite general
SŠge	highA_highS		
Rohrstock	highA_highS		
MotorsŠge	highA_highS		
Rednerpult	highA_highS	mid	only indirect sound association
Kran	highA_highS		
Trampolin	highA_highS		
Dampfwalze	highA_highS		
KettensŠge	highA_highS		
Blockflšte	highA_highS		
Schlagwerk	highA_highS		
Brecheisen	highA_highS		
Beil	highA_highS		
Zahnbürste	highA_highS	mid	only indirect sound association
Schlagzeug	highA_highS		
Feuerwaffe	highA_highS		
Brandbombe	highA_highS		
Tuba	highA_highS		
Klarinette	highA_highS		
Elektron	lowA_lowS	mid	not really an object
Lätzchen	lowA_lowS		
Rohrstock	highA_highS	mid	not really high sound
Prärie	lowA_lowS		
Emblem	lowA_lowS		
Vorplatz	lowA_lowS	bad	"too similar to ""Vorzimmer"""
Gehöft	lowA_lowS		
Torbogen	lowA_lowS		
Hermelin	lowA_lowS	bad	too unfamiliar
Hornhaut	lowA_lowS	mid	low action?
Bakterium	lowA_lowS		
Telefax	lowA_highS	mid	action association
Schalotte	lowA_lowS		
Router	lowA_lowS	bad	not low-A low-S
Mausoleum	lowA_lowS		
Sägemühle	lowA_highS	mid	action association?
Vorzimmer	lowA_lowS		
Vitrine	highA_lowS	mid	not really high action
Labyrinth	lowA_lowS	mid	low action?
Waschbär	lowA_highS	mid	really high sound?
Brandung	lowA_highS		
Gebüsch	lowA_lowS	mid	really low sound?
Telegraf	lowA_highS		
Staudamm	lowA_highS		
Wachturm	lowA_highS	bad	not high sound
Detektor	lowA_highS	bad	not high sound
Biber	lowA_highS	mid	high sound?
Sporthalle	lowA_highS	mid	action associations?
Schaf	lowA_highS		
Küken	lowA_highS		
Nachtlokal	lowA_highS		
Vogel	lowA_highS		
Affe	lowA_highS		
Gala	lowA_highS	mid	not really an object
Jackett	highA_lowS		
Zutaten	highA_lowS	bad	plural & very general
Diskette	highA_lowS		
Kandare	highA_lowS		
Sticker	highA_lowS		
Bandage	highA_lowS		
Schrank	highA_lowS		
Schürze	highA_lowS		
Skalpell	highA_lowS		
Armband	highA_lowS		
Gestell	highA_lowS	mid	not really high action
Riemen	highA_lowS	mid	not really high action
Banane	highA_lowS		
Lineal	highA_lowS		
Armlehne	highA_lowS		
Fessel	highA_lowS		
Textilie	highA_lowS		
Brandbombe	highA_highS	mid	"too similar to ""Bombe"""
Sessel	highA_lowS		
Skizze	highA_lowS		
Werkzeug	highA_highS	mid	too general
Kuvert	highA_lowS		
Einrad	highA_lowS		
Sohle	highA_lowS	mid	not really high action
Reifen	highA_lowS		
Feuerholz	highA_lowS		
Pflug	highA_lowS	mid	too unfamiliar?
Teigware	highA_lowS		
Kartoffel	highA_lowS		
Spaghetti	highA_lowS		
Scharnier	highA_lowS		
Kimono	highA_lowS	mid	unfamiliar?
Telegraf	lowA_highS	mid	some action association
Staudamm	lowA_highS		
Jaguar	lowA_highS		
Saloon	lowA_highS		
Schwalbe	lowA_highS		
Theater	lowA_highS		
Grille	lowA_highS		
Ferkel	lowA_highS		
Marder	lowA_highS		
Kakadu	lowA_highS		
Markise	highA_lowS	mid	some sound association?
Möbel	highA_lowS	mid	very general
Konsole	highA_highS	mid	really high sound?
Trommel	highA_highS		
Drucker	highA_highS		
Dynamit	highA_highS		
Roboter	highA_highS	mid	really high action?
Propeller	lowA_highS		
Telegraph	lowA_highS	bad	"identical to ""Telegraf"""
Locher	highA_lowS	mid	some sound association?
Lineal	highA_lowS		
Gemüse	highA_lowS	mid	very general
Ordner	highA_lowS		
Skizze	highA_lowS		
Gerte	highA_lowS	mid	some sound association?
Sessel	highA_lowS		
Spielzeug	highA_highS	mid	really high sound?
Armlehne	highA_lowS	mid	really high action?
Bagger	highA_highS	mid	really high action?
Krabbe	lowA_lowS		
Vorhof	lowA_lowS	bad	
Gefieder	lowA_lowS		
Schwefel	lowA_lowS		
Sphinx	lowA_lowS		
Stachel	lowA_lowS		
Einhorn	lowA_lowS		
Marmor	lowA_lowS		
Zisterne	lowA_lowS		
Gehöft	lowA_lowS		
Qualm	lowA_lowS		
Prärie	lowA_lowS		
Vordach	lowA_lowS		
Knospe	lowA_lowS		
Abhang	lowA_lowS		
Veranda	lowA_lowS		
Seestern	lowA_lowS		
Grabmal	lowA_lowS		
Lagune	lowA_lowS		
Schlund	lowA_lowS		
Pfeiler	lowA_lowS		
Iglu	lowA_lowS		
Mumie	lowA_lowS		
Tunnel	lowA_lowS		
Zipfel	lowA_lowS		
Akazie	lowA_lowS		
Mahnmal	lowA_lowS		
Kristall	lowA_lowS		
Fenchel	lowA_lowS		
Emblem	lowA_lowS		
Planet	lowA_lowS		
Qualle	lowA_lowS		
Lätzchen	lowA_lowS	bad	
Kuppel	lowA_lowS		
Koralle	lowA_lowS		
Flagge	lowA_lowS	bad	
Kastanie	lowA_lowS	mid	
Wölkchen	lowA_lowS	bad	
Gecko	lowA_lowS		
Erbse	lowA_lowS		
Schweif	lowA_lowS	mid	
Dunst	lowA_lowS		
Minze	lowA_lowS		
Lavendel	lowA_lowS		
Pappel	lowA_lowS	mid	
Sockel	lowA_lowS		
Palast	lowA_lowS		
Steinweg	lowA_lowS		
Vene	lowA_lowS	mid	
Moor	lowA_lowS		
Rinne	lowA_lowS		
Pfau	lowA_lowS		
Kiesel	lowA_lowS		
Kruste	lowA_lowS		
Sumpf	lowA_lowS		
Lilie	lowA_lowS		
Falter	lowA_lowS		
Sensor	lowA_lowS		
Büste	lowA_lowS		
Natter	lowA_lowS		
Efeu	lowA_lowS		
Tanne	lowA_lowS		
Sandbank	lowA_lowS		
Gasse	lowA_lowS	mid	
Thymian	lowA_lowS		
Schleier	lowA_lowS		
Trakt	lowA_lowS		
Fels	lowA_lowS		
Korridor	lowA_lowS		
Vorzimmer	lowA_lowS	mid	
Lava	lowA_lowS		
Pollen	lowA_lowS		
Sperling	lowA_highS		
Jaguar	lowA_highS		
Papagei	lowA_highS		
Kakadu	lowA_highS		
Brandung	lowA_highS		
Saloon	lowA_highS		
Panther	lowA_highS		
Sirene	lowA_highS		
Büffel	lowA_highS		
Ferkel	lowA_highS		
Elefant	lowA_highS		
Tornado	lowA_highS		
Specht	lowA_highS		
Schwalbe	lowA_highS		
Uhu	lowA_highS		
Affe	lowA_highS		
Wasserfall	lowA_highS		
Truthahn	lowA_highS		
Geläut	lowA_highS		
Kapelle	lowA_highS		
Henne	lowA_highS		
Hyäne	lowA_highS		
Flieger	lowA_highS		
Wasserwerk	lowA_highS		
Flugplatz	lowA_highS		
Tiergarten	lowA_highS		
Pavian	lowA_highS		
Auspuff	lowA_highS		
Staudamm	lowA_highS		
Kröte	lowA_highS		
Marder	lowA_highS		
Propeller	lowA_highS		
Krähe	lowA_highS		
Stadion	lowA_highS		
Trafo	lowA_highS		
Esel	lowA_highS		
Elch	lowA_highS		
Tiger	lowA_highS		
Schwan	lowA_highS		
Kolibri	lowA_highS		
Stier	lowA_highS		
Dohle	lowA_highS		
Ente	lowA_highS		
Taube	lowA_highS		
Eule	lowA_highS		
Straße	lowA_highS		
Turbine	lowA_highS		
Aula	lowA_highS		
Triebwerk	lowA_highS		
Düsenjet	lowA_highS		
Meise	lowA_highS		
Kuckuck	lowA_highS		
Schimpanse	lowA_highS		
Motor	lowA_highS		
Rabe	lowA_highS		
Hummel	lowA_highS		
Wal	lowA_highS		
Kondensator	lowA_highS		
Amsel	lowA_highS		
Kompressor	lowA_highS		
Feuersturm	lowA_highS		
Vogel	lowA_highS	mid	
Möwe	lowA_highS		
Wolf	lowA_highS		
Drossel	lowA_highS		
Park	lowA_highS		
Nachtlokal	lowA_highS		
Transistor	lowA_highS		
Zaunkönig	lowA_highS		
Schaf	lowA_highS		
Flughafen	lowA_highS		
Wald	lowA_highS		
Schlinge	highA_lowS		
Schminke	highA_lowS		
Krümel	highA_lowS		
Kommode	highA_lowS		
Schraube	highA_lowS		
Zahnrad	highA_lowS		
Bargeld	highA_lowS		
Strumpf	highA_lowS		
Tabak	highA_lowS		
Bikini	highA_lowS		
Tablette	highA_lowS		
Paprika	highA_lowS		
Zwiebel	highA_lowS		
Schleppe	highA_lowS		
Skizze	highA_lowS		
Stativ	highA_lowS		
Korsett	highA_lowS		
Schemel	highA_lowS		
Kandare	highA_lowS	mid	
Schlitten	highA_lowS		
Zeichnung	highA_lowS		
Umschlag	highA_lowS		
Banane	highA_lowS		
Tupfer	highA_lowS		
Scharnier	highA_lowS		
Krücke	highA_lowS		
Lineal	highA_lowS		
Diskette	highA_lowS	mid	
Saatgut	highA_lowS		
Sattel	highA_lowS		
Filet	highA_lowS		
Prothese	highA_lowS		
Knauf	highA_lowS		
Sichel	highA_lowS		
Schlaufe	highA_lowS		
Karabiner	highA_lowS		
Einrad	highA_lowS		
Kordel	highA_lowS		
Paddel	highA_lowS		
Toast	highA_lowS		
Skalpell	highA_lowS		
Zügel	highA_lowS		
Joghurt	highA_lowS		
Ausweis	highA_lowS		
Ranzen	highA_lowS		
Futter	highA_lowS		
Anker	highA_lowS		
Gurt	highA_lowS		
Spind	highA_lowS		
Waage	highA_lowS		
Kamm	highA_lowS		
Schrubber	highA_lowS		
Kajak	highA_lowS		
Mappe	highA_lowS		
Regal	highA_lowS		
Bumerang	highA_lowS		
Paket	highA_lowS		
Kartoffel	highA_lowS		
Krokette	highA_lowS	mid	
Wickel	highA_lowS		
Webstuhl	highA_lowS		
Peperoni	highA_lowS	mid	
Brot	highA_lowS		
Butter	highA_lowS		
Lasche	highA_lowS		
Lupe	highA_lowS		
Maultasche	highA_lowS	bad	
Haken	highA_lowS		
Degen	highA_lowS		
Atlas	highA_lowS		
Hacke	highA_lowS		
Wiege	highA_lowS		
Pferd	highA_highS		
Säugling	highA_highS		
Schaukel	highA_highS	mid	
Triangel	highA_highS		
Moped	highA_highS		
Flöte	highA_highS		
Peitsche	highA_highS		
Trommel	highA_highS		
Knarre	highA_highS		
Lasso	highA_highS		
Schleuder	highA_highS		
Drucker	highA_highS		
Seilzug	highA_highS		
Stapler	highA_highS		
Roller	highA_highS		
Schalter	highA_highS	mid	
Rekorder	highA_highS		
Flinte	highA_highS		
Festwagen	highA_highS		
Schleifer	highA_highS		
Klöppel	highA_highS	mid	
Säge	highA_highS		
Bombe	highA_highS		
Harfe	highA_highS		
Gitarre	highA_highS		
Mixer	highA_highS		
Blech	highA_highS	mid	
Walze	highA_highS		
Wippe	highA_highS	mid	
Hammer	highA_highS		
Wischer	highA_highS		
Posaune	highA_highS		
Karussell	highA_highS		
Telefon	highA_highS		
Cello	highA_highS		
Klavier	highA_highS		
Dusche	highA_highS		
Saite	highA_highS		
Bohrer	highA_highS		
Banjo	highA_highS		
Kran	highA_highS		
Geige	highA_highS		
Trompete	highA_highS		
Schlagwerk	highA_highS	mid	
Hobel	highA_highS		
Mofa	highA_highS		
Mörser	highA_highS		
Schlagzeug	highA_highS		
Fagott	highA_highS		
Saxophon	highA_highS		
Pfeife	highA_highS		
Akkordeon	highA_highS		
Motorrad	highA_highS		
Tastatur	highA_highS		
Böller	highA_highS		
Lagerfeuer	highA_highS		
Mäher	highA_highS		
Alphorn	highA_highS		
Keyboard	highA_highS		
Computer	highA_highS		
Klaviatur	highA_highS	mid	
Tamburin	highA_highS		
Schläger	highA_highS		
Auto	highA_highS		
Baby	highA_highS		
Zapfhahn	highA_highS		
Rassel	highA_highS		
Besen	highA_highS		
Hebebühne	highA_highS		
Kontrabass	highA_highS		
Kind	highA_highS		
Blasebalg	highA_highS		
Krabbe	lowA_lowS		
Gefieder	lowA_lowS		
Stachel	lowA_lowS		
Marmor	lowA_lowS		
Schwefel	lowA_lowS		
Abhang	lowA_lowS		
Gehöft	lowA_lowS		
Strauch	lowA_lowS		
Qualm	lowA_lowS		
Knospe	lowA_lowS		
Prärie	lowA_lowS		
Sphinx	lowA_lowS		
Einhorn	lowA_lowS	mid	really low S?
Pfeiler	lowA_lowS		
Gebirge	lowA_lowS		
Grabmal	lowA_lowS		
Seestern	lowA_lowS		
Veranda	lowA_lowS		
Vordach	lowA_lowS		
Mumie	lowA_lowS		
Zipfel	lowA_lowS		
Lagune	lowA_lowS		
Zisterne	lowA_lowS		
Iglu	lowA_lowS		
Pulver	lowA_lowS	mid	really low A?
Mahnmal	lowA_lowS		
Schlund	lowA_lowS		
Schnecke	lowA_lowS		
Tunnel	lowA_lowS		
Kristall	lowA_lowS		
Anwesen	lowA_lowS		
Planet	lowA_lowS		
Qualle	lowA_lowS		
Akazie	lowA_lowS		
Fenchel	lowA_lowS		
Schlamm	lowA_lowS		
Emblem	lowA_lowS		
Fjord	lowA_lowS		
Kuppel	lowA_lowS		
Makrele	lowA_lowS		
Chrom	lowA_lowS	mid	not really an object
Biotop	lowA_lowS	mid	infrequent
Gecko	lowA_lowS		
Schleim	lowA_lowS		
Sockel	lowA_lowS		
Erbse	lowA_lowS	mid	food -> not low A
Koralle	lowA_lowS		
Palast	lowA_lowS		
Lavendel	lowA_lowS		
Sensor	lowA_lowS		
Tulpe	lowA_lowS		
Gelände	lowA_lowS		
Kruste	lowA_lowS		
Steinweg	lowA_lowS		
Sumpf	lowA_lowS		
Efeu	lowA_lowS		
Knolle	lowA_lowS		
Asphalt	lowA_lowS	mid	really low A?
Schleier	lowA_lowS		
Thymian	lowA_lowS		
Denkmal	lowA_lowS		
Flocke	lowA_lowS		
Sandbank	lowA_lowS		
Schuppe	lowA_lowS		
Bildnis	lowA_lowS		
Statue	lowA_lowS		
Termite	lowA_lowS		
Korridor	lowA_lowS		
Kornfeld	lowA_lowS		
Quartier	lowA_lowS		
Himmel	lowA_lowS	mid	not really an object
Tentakel	lowA_lowS		
Papagei	lowA_highS		
Jaguar	lowA_highS		
Tornado	lowA_highS		
Kakadu	lowA_highS		
Brandung	lowA_highS		
Sperling	lowA_highS	mid	infrequent
Tonband	lowA_highS		
Gorilla	lowA_highS		
Wasserwerk	lowA_highS		
Tiergarten	lowA_highS		
Truthahn	lowA_highS		
Wasserfall	lowA_highS		
Elefant	lowA_highS		
Zirkus	lowA_highS		
Saloon	lowA_highS		
Flugplatz	lowA_highS		
Propeller	lowA_highS		
Panther	lowA_highS		
Büffel	lowA_highS		
Sirene	lowA_highS		
Auspuff	lowA_highS		
Ferkel	lowA_highS		
Staudamm	lowA_highS		
Gondel	lowA_highS		
Kolibri	lowA_highS		
Kapelle	lowA_highS		
Grille	lowA_highS		
Specht	lowA_highS		
Flieger	lowA_highS		
Schwalbe	lowA_highS	mid	too many birds
Geläut	lowA_highS		
Düsenjet	lowA_highS		
Spatz	lowA_highS	mid	too many birds
Triebwerk	lowA_highS		
Henne	lowA_highS		
Affe	lowA_highS		
Pavian	lowA_highS		
Hyäne	lowA_highS		
Uhu	lowA_highS		
Trafo	lowA_highS		
Theater	lowA_highS		
Kondensator	lowA_highS		
Getriebe	lowA_highS		
Stadion	lowA_highS		
Schimpanse	lowA_highS		
Kuckuck	lowA_highS		
Kröte	lowA_highS		
Marder	lowA_highS		
Panda	lowA_highS		
Krähe	lowA_highS		
Elch	lowA_highS		
Flugzeug	lowA_highS		
Turbine	lowA_highS		
Esel	lowA_highS		
Lawine	lowA_highS		
Kompressor	lowA_highS		
Tiger	lowA_highS		
Stier	lowA_highS		
Ente	lowA_highS		
Feuersturm	lowA_highS		
Fluss	lowA_highS		
Schwan	lowA_highS	mid	too many birds
Straße	lowA_highS		
Meise	lowA_highS	mid	too many birds
Aula	lowA_highS		
Eule	lowA_highS		"other list as ""Uhu"""
Taube	lowA_highS		
Dohle	lowA_highS	mid	too many birds
Motor	lowA_highS		
Helikopter	lowA_highS		
Nachtlokal	lowA_highS		
Hummel	lowA_highS		
Kommode	highA_lowS		
Schminke	highA_lowS		
Zahnrad	highA_lowS	mid	really high A?
Schlinge	highA_lowS	mid	really high A?
Tablette	highA_lowS		
Bikini	highA_lowS		
Krümel	highA_lowS	mid	really high A?
Strumpf	highA_lowS		
Bargeld	highA_lowS		
Paprika	highA_lowS		
Frisbee	highA_lowS		
Saatgut	highA_lowS		
Scharnier	highA_lowS		
Skizze	highA_lowS		
Umschlag	highA_lowS		
Prothese	highA_lowS		
Korsett	highA_lowS		
Schraube	highA_lowS		
Zeichnung	highA_lowS		
Schleppe	highA_lowS		
Zwiebel	highA_lowS		
Tabak	highA_lowS	mid	really high A?
Stativ	highA_lowS		
Karabiner	highA_lowS		
Tupfer	highA_lowS		
Schlitten	highA_lowS		
Krücke	highA_lowS		
Joghurt	highA_lowS		
Schemel	highA_lowS		
Lineal	highA_lowS		
Banane	highA_lowS		
Skalpell	highA_lowS		
Schrubber	highA_lowS		
Bumerang	highA_lowS		
Filet	highA_lowS	mid	too ambiguous
Schlaufe	highA_lowS	mid	really high A?
Sattel	highA_lowS		
Ausweis	highA_lowS		
Paddel	highA_lowS		
Sichel	highA_lowS		
Knauf	highA_lowS		
Einrad	highA_lowS		
Kartoffel	highA_lowS		
Zügel	highA_lowS		
Kordel	highA_lowS		
Toast	highA_lowS		
Knopf	highA_lowS		
Ranzen	highA_lowS		
Waage	highA_lowS		
Webstuhl	highA_lowS		
Kamm	highA_lowS		
Arbeitsmappe	highA_lowS	bad	"same as ""Mappe"""
Futter	highA_lowS	mid	too general
Anker	highA_lowS		
