word	category
Rohrstock	highA_highS
Mäher	highA_highS
Besen	highA_highS
Posaune	highA_highS
Keyboard	highA_highS
Bohrer	highA_highS
Banjo	highA_highS
Roller	highA_highS
Kettensäge	highA_highS
Flinte	highA_highS
Saxophon	highA_highS
Baseball	highA_highS
Hobel	highA_highS
Walze	highA_highS
Blockflöte	highA_highS
Streichholz	highA_highS
Schlagstock	highA_highS
Klavier	highA_highS
Konsole	highA_highS
Dudelsack	highA_highS
Lasso	highA_highS
Geige	highA_highS
Flöte	highA_highS
Harfe	highA_highS
Lagerfeuer	highA_highS
Computer	highA_highS
Trompete	highA_highS
Mundstück	highA_highS
Cello	highA_highS
Hebebühne	highA_highS
Alphorn	highA_highS
Schalter	highA_highS
Truck	highA_highS
Roboter	highA_highS
Mikrofon	highA_highS
Schlagzeug	highA_highS
Blech	highA_highS
Xylophon	highA_highS
Schleuder	highA_highS
Böller	highA_highS
Mörser	highA_highS
Zahnbürste	highA_highS
Trampolin	highA_highS
Pistole	highA_highS
Dusche	highA_highS
Werkzeug	highA_highS
